id,info_metric,info_get_better,info_technique,info_was_taught,strata,treatment
559,Sidda Packedness,2,,0.0,21.0,0.0
559,Design Ability,2,,0.0,21.0,0.0
559,Overall,2,,0.0,21.0,0.0
540,Packedness,1,,0.0,23.0,0.0
540,Corners,1,,0.0,23.0,0.0
540,Waviness,1,,0.0,23.0,0.0
540,Weight,1,,0.0,23.0,0.0
540,Touch,1,,0.0,23.0,0.0
540,Loom,2,,0.0,23.0,0.0
540,Sidda Tightness,1,,0.0,23.0,0.0
540,Inputs,1,,0.0,23.0,0.0
540,Loom Tightness,1,,0.0,23.0,0.0
540,Design Accuracy,1,,0.0,23.0,0.0
540,Sidda Packedness,1,,0.0,23.0,0.0
540,Design Ability,1,,0.0,23.0,0.0
540,Overall,1,,0.0,23.0,0.0
541,Packedness,1,1.0,1.0,21.0,1.0
541,Corners,1,,0.0,21.0,1.0
541,Waviness,1,,0.0,21.0,1.0
541,Weight,1,1.0,1.0,21.0,1.0
541,Touch,1,,0.0,21.0,1.0
541,Loom,1,,0.0,21.0,1.0
541,Sidda Tightness,1,,0.0,21.0,1.0
541,Inputs,1,,0.0,21.0,1.0
541,Loom Tightness,1,,0.0,21.0,1.0
541,Design Accuracy,1,1.0,1.0,21.0,1.0
541,Sidda Packedness,1,,0.0,21.0,1.0
541,Design Ability,1,,0.0,21.0,1.0
541,Overall,1,,0.0,21.0,1.0
635,Packedness,2,,0.0,21.0,0.0
635,Corners,2,,0.0,21.0,0.0
635,Waviness,2,,0.0,21.0,0.0
635,Weight,2,,0.0,21.0,0.0
635,Touch,2,,0.0,21.0,0.0
635,Loom,2,,0.0,21.0,0.0
635,Sidda Tightness,2,,0.0,21.0,0.0
635,Inputs,2,,0.0,21.0,0.0
635,Loom Tightness,2,,0.0,21.0,0.0
635,Design Accuracy,2,,0.0,21.0,0.0
635,Sidda Packedness,2,,0.0,21.0,0.0
635,Design Ability,2,,0.0,21.0,0.0
635,Overall,2,,0.0,21.0,0.0
615,Packedness,1,,0.0,23.0,1.0
615,Corners,1,,0.0,23.0,1.0
615,Waviness,1,,0.0,23.0,1.0
615,Weight,1,,0.0,23.0,1.0
615,Touch,1,,0.0,23.0,1.0
615,Loom,1,,0.0,23.0,1.0
615,Sidda Tightness,1,,0.0,23.0,1.0
615,Inputs,1,,0.0,23.0,1.0
615,Loom Tightness,1,,0.0,23.0,1.0
615,Design Accuracy,1,,0.0,23.0,1.0
615,Sidda Packedness,1,,0.0,23.0,1.0
615,Design Ability,1,,0.0,23.0,1.0
615,Overall,1,,0.0,23.0,1.0
565,Packedness,1,,0.0,22.0,1.0
565,Corners,1,,0.0,22.0,1.0
565,Waviness,1,,0.0,22.0,1.0
565,Weight,1,,0.0,22.0,1.0
565,Touch,1,,0.0,22.0,1.0
565,Loom,1,,0.0,22.0,1.0
565,Sidda Tightness,1,,0.0,22.0,1.0
565,Inputs,1,,0.0,22.0,1.0
565,Loom Tightness,1,,0.0,22.0,1.0
565,Design Accuracy,1,,0.0,22.0,1.0
565,Sidda Packedness,1,,0.0,22.0,1.0
565,Design Ability,1,,0.0,22.0,1.0
565,Overall,1,,0.0,22.0,1.0
525,Packedness,2,,0.0,24.0,0.0
525,Corners,2,,0.0,24.0,0.0
525,Waviness,2,,0.0,24.0,0.0
525,Weight,2,,0.0,24.0,0.0
525,Touch,2,,0.0,24.0,0.0
525,Loom,2,,0.0,24.0,0.0
525,Sidda Tightness,1,,0.0,24.0,0.0
525,Inputs,1,,0.0,24.0,0.0
525,Loom Tightness,2,,0.0,24.0,0.0
525,Design Accuracy,1,,0.0,24.0,0.0
525,Sidda Packedness,2,,0.0,24.0,0.0
525,Design Ability,1,,0.0,24.0,0.0
525,Overall,1,,0.0,24.0,0.0
